@relation Estudiantes_P

@attribute StudentID numeric
@attribute Age numeric
@attribute Gender numeric
@attribute Ethnicity numeric
@attribute ParentalEducation numeric
@attribute StudyTimeWeekly numeric
@attribute Absences numeric
@attribute Tutoring numeric
@attribute ParentalSupport numeric
@attribute Extracurricular numeric
@attribute Sports numeric
@attribute Music numeric
@attribute Volunteering numeric
@attribute GPA numeric
@attribute GradeClass numeric

@data
1368,16,0,0,1,19.784334,24,1,1,0,1,0,0,0.911568,4
1369,17,1,0,3,3.336594,20,1,1,0,0,0,0,1.137801,4
1370,17,0,0,2,0.933696,8,1,3,1,0,0,1,2.349265,3
1371,18,0,1,2,15.590634,26,0,3,0,0,0,0,0.623747,4
1372,18,0,0,1,5.05172,22,0,2,0,0,1,0,0.341029,4
1373,16,0,0,1,16.592876,8,0,0,0,0,0,0,2.223814,3
1374,18,1,3,2,14.078733,11,0,3,0,0,0,1,2.32824,3
1375,15,1,1,2,18.913471,22,1,2,1,0,0,0,1.623078,4
1376,18,0,0,1,8.178545,8,1,1,1,0,0,0,2.200896,3
1377,18,0,1,2,13.239397,14,0,4,0,1,0,0,2.584111,2
1378,15,0,1,0,9.297096,1,0,1,1,0,0,0,2.996503,2
1379,16,0,0,1,12.611774,10,0,3,0,0,1,0,2.373993,3
1380,15,0,0,2,8.991978,10,1,3,1,0,0,0,2.830404,2
1381,18,1,2,1,3.772645,7,0,2,1,1,0,1,2.525116,2
1382,16,1,0,4,10.157948,22,0,1,1,0,0,0,1.042982,4
1383,18,1,1,1,10.571684,5,0,2,1,0,0,1,2.661097,2
1384,15,1,0,1,16.212077,20,0,3,0,0,0,0,1.599594,4
1385,15,0,0,1,14.710414,19,1,1,1,0,0,0,1.799409,4
1386,18,0,0,2,13.275832,6,0,3,0,0,0,0,2.657639,2
1387,17,0,0,2,2.267742,2,0,4,0,0,0,0,2.998484,2
1388,17,0,0,2,14.412326,7,0,4,0,0,1,0,2.977408,2
1389,15,0,0,0,10.006103,17,0,2,0,0,0,0,1.375164,4
1390,15,1,2,0,17.881991,16,0,3,1,0,0,1,1.848866,4
1391,17,0,3,2,18.397419,10,0,4,0,0,0,0,2.442456,3
1392,17,1,2,3,1.103132,1,0,2,1,0,0,0,2.856039,2
1393,18,1,2,3,16.412831,24,1,1,1,0,0,0,1.20615,4
1394,18,1,0,0,0.753948,20,0,1,1,1,0,0,0.895903,4
1395,17,1,3,2,7.343393,26,0,1,0,0,0,0,0.273191,4
1396,18,0,0,3,10.846,23,0,3,0,0,1,0,0.667509,4
1397,18,1,3,1,2.962016,18,0,2,0,0,0,0,1.089441,4
1398,16,1,3,3,14.926276,6,0,3,0,0,0,0,2.813211,2
1399,18,1,2,1,0.167094,17,1,3,1,0,0,1,1.868759,4
1400,15,0,3,3,3.371981,7,0,3,1,1,0,0,3.035694,1
1401,18,0,1,2,11.615937,13,0,3,0,0,0,1,2.135357,3
1402,18,0,0,3,14.287751,6,0,0,1,0,1,0,3.038116,1
1403,17,1,0,2,18.332862,27,0,3,0,1,0,0,0.994129,4
1404,15,1,1,1,14.109933,20,0,2,0,0,0,0,1.232557,4
1405,18,0,0,3,13.435585,27,0,2,0,1,0,0,0.864404,4
1406,18,1,1,1,7.886823,26,0,0,0,0,0,0,0.115232,4
1407,16,0,3,1,0.025689,3,0,4,1,0,0,0,2.934586,2
1408,18,0,0,2,2.403185,16,0,4,1,0,0,0,2.046939,3
1409,18,1,2,2,10.691091,4,0,2,1,0,0,0,3.065473,1
1410,16,1,3,3,13.502598,11,0,2,0,1,0,0,2.437026,3
1411,17,1,3,1,8.348966,8,0,3,0,1,0,0,2.427615,3
1412,18,1,3,2,14.61358,25,0,1,0,0,0,0,0.777151,4
1413,16,0,1,2,10.437246,19,1,1,1,1,1,0,1.879575,4
1414,15,0,3,0,1.483524,12,0,3,0,0,0,0,1.596575,4
1415,17,0,2,1,3.840325,24,0,1,0,1,0,0,0.704595,4
1416,15,0,0,1,16.799964,27,0,2,1,1,0,0,0.764187,4
1417,15,0,0,1,14.498255,17,1,2,1,0,0,0,1.503417,4
1418,16,1,2,4,17.89524,19,1,2,1,0,0,0,1.525838,4
1419,18,0,0,2,2.351145,8,0,1,1,1,0,0,2.270841,3
1420,16,0,1,2,19.804451,3,0,2,0,0,0,0,3.402353,1
1421,16,0,1,4,4.188134,20,1,2,0,1,0,0,1.438205,4
1422,16,1,0,1,0.235598,26,0,2,0,0,1,0,0.336571,4
1423,16,1,1,3,19.948459,7,0,3,0,0,0,0,3.112281,1
1424,17,1,2,2,5.621478,0,1,4,0,0,1,0,3.770695,0
1425,18,1,0,3,13.360389,16,0,1,0,0,0,0,1.655613,4
1426,15,0,0,1,3.533646,24,0,3,1,0,0,1,1.05047,4
1427,15,0,0,3,11.604571,8,1,1,0,0,1,0,2.535391,2
1428,18,1,0,1,18.0807,19,0,2,0,0,0,1,1.39609,4
1429,15,1,3,1,6.403623,12,0,2,1,1,0,0,2.025417,3
1430,18,0,0,2,13.40508,1,0,2,0,0,0,0,3.268303,1
1431,15,0,1,1,3.758072,12,0,3,1,1,0,0,2.017218,3
1432,16,1,0,2,12.495908,8,0,2,1,0,0,0,2.397683,3
1433,15,1,0,2,6.729007,29,0,2,1,0,0,0,0.287867,4
1434,18,1,2,2,4.224165,19,0,3,0,1,1,0,1.54871,4
1435,18,1,2,1,6.263641,5,1,1,1,0,0,0,2.905242,2
1436,18,0,0,0,3.576821,27,0,1,0,1,0,0,0.248977,4
1437,18,0,0,1,18.038322,0,1,0,1,0,0,0,3.41841,1
1438,18,0,0,2,7.943738,27,1,1,0,0,0,0,0.582921,4
1439,17,1,0,1,4.905586,24,0,2,0,1,0,0,0.930029,4
1440,17,1,1,1,8.968157,4,0,2,1,0,1,0,2.679086,2
1441,15,0,0,1,6.410723,2,1,1,0,0,0,1,3.10623,1
1442,18,0,0,0,14.888385,3,0,0,1,0,0,1,2.781288,2
1443,15,0,0,2,19.424398,0,0,3,0,1,1,1,4,0
1444,18,0,3,3,8.760673,13,0,3,1,1,1,0,2.332784,3
1445,18,1,3,1,17.220668,8,1,4,1,0,0,0,3.067718,1
1446,17,0,0,2,11.317261,29,0,4,0,1,0,0,0.869123,4
1447,17,0,2,2,3.144713,23,0,4,0,1,0,1,1.520504,4
1448,16,0,0,2,13.812455,3,0,3,1,1,1,1,3.289823,1
1449,17,0,0,2,10.26869,17,1,3,1,0,0,0,2.175739,3
1450,16,0,2,2,13.01213,13,0,1,0,0,0,0,1.852429,4
1451,16,0,3,2,17.793748,24,0,3,1,1,0,1,1.477289,4
1452,16,0,3,0,8.808691,3,0,0,0,0,0,0,2.878927,2
1453,16,1,1,2,18.023552,24,0,3,0,1,1,0,1.058051,4
1454,16,1,0,2,15.01338,9,0,2,0,0,0,1,2.57289,2
1455,15,1,2,0,9.772099,2,0,3,1,0,1,0,3.587736,0
1456,17,1,0,1,12.064443,22,0,0,1,1,0,1,1.301418,4
1457,16,0,1,4,6.511623,6,1,2,0,1,1,0,3.209493,1
1458,18,1,0,2,19.671946,9,0,2,0,0,0,0,2.537231,2
1459,17,1,1,2,13.347023,12,0,1,1,0,0,0,1.989396,4
1460,17,0,0,3,0.876937,3,1,2,0,1,1,0,3.004233,1
1461,16,0,0,2,6.532438,17,0,0,1,1,0,0,1.513517,4
1462,15,1,3,2,12.466289,10,0,2,0,0,0,1,2.172741,3
1463,16,1,0,2,1.126666,24,1,2,0,0,0,1,0.641649,4
1464,15,0,1,3,0.477684,3,0,3,0,1,0,0,2.75359,2
1465,18,1,0,2,9.000485,23,0,2,1,0,1,0,1.038488,4
1466,17,0,0,2,6.653804,13,0,2,1,1,0,0,2.255019,3
1467,18,0,0,1,8.765972,17,0,4,0,0,0,0,1.666702,4
1468,15,0,0,4,5.253866,7,0,2,0,0,0,0,2.499459,3
1469,15,0,2,2,3.294355,26,1,2,0,0,0,0,0.278215,4
1470,18,1,0,0,13.782867,9,0,2,1,0,0,0,2.637594,2
1471,15,0,3,3,10.291422,4,0,3,1,1,0,1,3.057122,1
1472,18,0,1,2,4.003084,22,0,2,1,1,0,0,1.361933,4
1473,17,1,0,0,6.391789,6,1,2,1,0,1,0,3.238932,1
1474,18,0,1,2,11.836158,11,1,3,1,1,0,0,2.573034,2
1475,17,1,1,2,1.444587,24,0,0,0,0,0,0,0,4
1476,18,1,2,3,2.94906,2,1,3,0,1,0,1,3.14391,1
1477,15,1,0,1,1.464912,25,1,2,1,0,0,0,1.046463,4
1478,18,0,0,3,16.246347,3,0,2,0,0,0,1,2.868574,2
1479,15,1,2,2,15.048185,9,0,3,0,0,0,0,2.639447,2
1480,18,1,3,0,15.066259,3,0,1,0,0,0,0,2.66975,2
1481,18,0,2,4,14.326507,14,1,3,0,1,1,0,2.794885,2
1482,16,1,0,2,13.387708,28,1,4,0,0,0,1,1.18657,4
1483,15,1,2,1,9.539838,9,0,2,0,0,0,0,2.520175,2
1484,16,1,0,2,12.845563,20,0,4,0,0,1,0,1.601078,4
1485,15,1,0,3,0.767231,29,0,0,0,0,0,0,0,4
1486,16,1,0,1,12.429288,21,1,3,0,0,1,0,1.595055,4
1487,17,0,1,1,15.557554,15,1,2,1,0,0,0,2.222003,3
1488,18,1,0,1,10.007167,14,0,2,0,0,0,1,1.615093,4
1489,15,1,0,1,7.150267,18,0,1,1,1,0,1,1.675919,4
1490,15,0,2,2,5.548535,28,0,2,1,0,0,0,0.21432,4
1491,18,0,0,2,12.856041,19,1,1,1,0,0,0,1.556766,4
1492,15,0,0,1,13.856024,18,0,4,1,1,0,0,2.154199,3
1493,15,1,0,1,17.419352,17,0,3,0,1,0,0,2.070669,3
1494,16,0,3,1,6.846682,25,1,1,0,1,0,0,0.567237,4
1495,15,1,1,3,15.395446,11,0,1,1,0,0,0,2.162688,3
1496,17,1,0,1,11.227116,24,1,3,0,0,1,0,1.29123,4
1497,17,0,2,4,17.65673,15,0,2,0,1,1,0,2.340156,3
1498,18,0,2,2,10.556242,0,0,1,0,0,0,0,2.92397,2
1499,15,1,0,1,10.352597,15,1,2,1,0,1,0,2.190147,3
1500,18,0,1,3,11.557542,1,0,2,0,0,0,0,3.074214,1
1501,17,1,2,2,14.986307,23,0,1,0,0,0,0,1.00943,4
1502,15,0,1,2,19.29381,14,0,3,1,1,0,0,2.118501,3
1503,15,0,0,4,1.471267,6,0,3,1,0,0,0,2.615348,2
1504,18,0,2,0,1.068692,27,0,0,0,1,1,0,0.415931,4
1505,17,1,1,0,18.751007,0,1,4,1,0,0,0,3.947093,0
1506,15,0,0,2,10.597513,4,1,2,0,1,0,0,3.017353,1
1507,18,1,0,1,12.29806,9,1,1,1,0,0,0,2.813786,2
1508,17,1,0,1,9.648472,21,0,1,0,0,0,0,0.769636,4
1509,18,1,0,0,1.873149,20,1,1,0,0,0,0,0.892266,4
1510,16,1,2,0,15.361788,3,1,2,1,1,0,0,3.666291,0
1511,15,0,0,2,14.944493,13,0,1,0,1,0,0,1.401548,4
1512,16,1,0,1,6.234066,12,0,2,0,0,0,1,1.423338,4
1513,17,1,1,2,6.124785,0,0,1,1,0,0,1,3.149645,1
1514,16,0,0,2,16.756828,15,1,3,0,1,0,1,2.353731,3
1515,16,1,3,2,1.447145,22,0,3,1,1,0,0,1.161354,4
1516,17,0,0,0,17.622103,8,1,2,0,0,0,0,2.647196,2
1517,18,1,0,2,5.133234,21,0,3,0,1,1,0,1.298998,4
1518,16,0,0,0,11.859695,15,1,4,1,0,0,0,2.644197,2
1519,18,1,0,2,18.719884,18,0,3,0,0,0,0,1.73799,4
1520,16,0,0,3,13.56245,14,0,2,0,0,0,0,2.018777,3
1521,18,1,2,2,8.288596,25,0,2,0,1,0,0,0.71778,4
1522,17,1,3,2,13.790684,13,0,3,1,0,0,0,2.267584,3
1523,16,0,0,2,6.879593,19,1,1,0,0,0,0,1.271495,4
1524,17,0,1,1,5.545168,9,1,2,0,1,0,0,2.621667,2
1525,16,0,2,3,19.933666,20,0,2,0,0,0,0,1.228529,4
1526,17,0,2,3,15.015805,11,0,3,0,1,0,1,2.495312,3
1527,17,1,0,1,12.8944,27,0,3,0,1,0,0,0.701762,4
1528,16,1,0,2,7.105793,0,0,2,1,1,1,0,3.864977,0
1529,16,0,0,3,0.983217,20,0,1,1,0,1,0,0.684652,4
1530,16,1,2,4,0.621138,16,1,4,0,0,0,0,1.88585,4
1531,15,0,2,2,11.083625,8,1,0,0,1,0,0,2.327833,3
1532,18,0,0,2,15.240654,22,0,0,1,0,1,0,0.880233,4
1533,15,1,0,1,10.747584,18,0,2,0,0,1,0,1.411982,4
1534,15,1,3,4,16.815701,24,0,3,0,1,1,1,1.662532,4
1535,17,1,2,1,0.668531,17,0,3,1,0,0,0,1.341598,4
1536,16,1,3,2,7.335042,27,0,4,1,1,0,0,0.659203,4
1537,18,1,2,1,4.741408,6,0,1,0,0,1,0,2.153371,3
1538,17,1,0,1,8.945459,8,0,2,0,0,1,0,2.443103,3
1539,15,1,1,2,1.447528,21,0,1,0,0,0,0,0.270089,4
1540,16,0,1,4,19.082633,25,0,3,0,0,1,0,1.316725,4
1541,17,0,0,0,4.465108,20,0,2,1,0,0,0,0.817714,4
1542,16,0,1,2,18.446156,11,0,0,0,1,0,0,2.056946,3
1543,17,0,2,0,8.517863,6,1,3,1,0,0,0,3.219333,1
1544,16,0,0,1,19.710483,13,1,2,0,0,0,0,2.24087,3
1545,15,1,2,2,11.081168,14,1,2,0,1,0,0,1.9138,4
1546,18,0,1,2,18.616657,14,0,3,0,0,1,0,2.240334,3
1547,15,0,3,1,0.10698,5,0,1,1,0,0,0,2.254548,3
1548,18,0,0,1,14.964776,20,0,1,1,1,1,0,1.8913,4
1549,16,0,0,0,18.061013,13,0,1,0,0,1,0,2.206226,3
1550,17,0,1,1,2.794411,1,1,2,0,1,0,0,3.335098,1
1551,15,0,0,4,1.922517,7,0,1,1,1,0,0,2.411986,3
1552,18,0,2,3,8.491452,12,0,3,0,1,0,0,2.160979,3
1553,15,1,2,1,18.673578,22,0,1,0,1,0,0,1.165394,4
1554,18,1,0,2,10.847731,5,0,4,0,0,0,0,2.583501,2
1555,15,0,1,3,10.549129,4,1,1,0,1,0,0,3.017063,1
1556,18,1,1,0,2.822522,4,0,1,1,1,0,1,2.576175,2
1557,18,1,0,3,0.01579,24,0,1,0,0,0,0,0.23335,4
1558,16,1,3,3,16.202802,0,0,3,1,0,0,0,3.646516,0
1559,18,1,2,0,1.751491,8,1,2,1,1,0,0,2.605425,2
1560,16,0,1,1,12.676996,5,0,3,1,0,1,0,3.36693,1
1561,18,1,2,4,18.292329,19,0,3,0,1,0,0,1.58378,4
1562,17,1,0,2,4.173038,25,0,4,0,0,1,0,0.776397,4
1563,17,1,3,0,13.305457,29,1,3,0,0,1,0,0.783487,4
1564,17,0,1,1,1.573972,6,0,0,0,0,1,0,2.328312,3
1565,18,0,2,2,12.075103,8,0,3,1,0,0,0,2.718465,2
1566,16,0,2,2,3.278634,4,1,4,1,0,0,0,3.244882,1
1567,16,0,0,2,14.719071,13,1,4,1,0,0,0,2.865675,2
1568,18,0,2,4,6.024626,4,0,1,0,0,0,0,2.326327,3
1569,17,0,0,1,9.26782,7,1,3,0,1,1,0,3.303067,1
1570,17,0,0,2,11.988611,6,0,1,0,0,0,0,2.489218,3
1571,16,1,0,2,3.425468,12,1,1,1,1,1,0,2.600264,2
1572,17,1,3,2,14.832756,12,0,3,0,0,0,0,2.119171,3
1573,15,1,2,1,6.052807,7,0,4,0,0,0,0,2.522695,2
1574,16,0,2,4,13.247437,10,1,2,0,0,0,0,2.475854,3
1575,17,0,2,3,3.165661,27,1,3,1,0,0,0,0.782809,4
1576,16,0,1,2,13.762353,25,0,0,1,0,0,0,0.766405,4
1577,15,0,3,2,2.563761,17,1,0,1,0,0,0,1.283622,4
1578,16,0,0,1,8.50713,24,0,2,1,0,0,0,0.643146,4
1579,16,1,0,2,4.944121,18,1,2,0,0,0,0,1.66923,4
1580,16,1,0,2,14.967505,5,0,3,0,0,0,0,3.28207,1
1581,16,0,2,2,5.2407,21,0,2,0,1,0,0,0.743714,4
1582,15,0,2,4,17.634346,1,0,2,0,0,0,1,3.325067,1
1583,18,0,0,2,17.836404,27,0,2,1,1,0,1,1.18452,4
1584,16,0,0,1,3.928826,12,0,1,0,0,0,0,1.616536,4
1585,16,1,2,2,12.276919,22,0,4,0,0,0,0,1.583084,4
1586,17,0,0,1,1.754353,24,0,2,0,0,0,0,0.184251,4
1587,16,0,2,1,7.830742,27,1,2,0,0,0,0,0.472181,4
1588,17,0,3,1,14.266435,25,0,3,1,1,0,0,1.299356,4
1589,18,0,0,2,13.188465,10,0,2,0,0,0,1,2.379628,3
1590,15,1,0,2,12.494013,0,0,3,0,0,0,0,3.566283,0
1591,15,0,2,2,5.650817,23,0,1,0,0,0,0,0.278348,4
1592,18,0,2,2,7.560499,1,0,1,0,0,0,0,2.421547,3
1593,15,1,1,2,2.058923,29,0,4,0,1,0,1,0.61768,4
1594,18,1,3,1,14.380456,16,0,3,0,0,0,0,1.804727,4
1595,18,1,0,3,10.077776,7,0,2,1,0,0,0,2.635208,2
1596,18,0,1,1,14.175313,1,0,3,0,0,0,1,3.436025,1
1597,15,0,2,1,4.97887,5,0,4,0,0,1,1,2.737378,2
1598,17,1,2,2,6.488765,21,1,1,1,0,0,1,1.146696,4
1599,18,1,0,1,6.684307,4,0,0,0,0,0,0,2.405268,3
1600,16,1,2,0,0.514848,15,1,2,0,0,1,0,1.525282,4
1601,15,1,1,2,6.820957,7,0,1,1,1,0,0,2.446157,3
1602,18,1,0,2,16.066091,18,1,1,1,0,1,0,1.952953,4
1603,18,1,0,2,17.94597,15,0,3,1,0,0,0,2.293087,3
1604,16,0,2,4,10.364366,12,0,0,0,0,1,0,1.471672,4
1605,17,0,0,2,9.110034,25,1,3,0,0,0,1,1.106713,4
1606,17,0,0,3,0.616492,19,0,2,0,1,0,1,1.205857,4
1607,17,1,0,1,17.584087,6,0,2,0,0,0,0,2.55907,2
1608,18,1,2,2,0.260204,15,0,3,1,1,1,0,2.457651,3
1609,18,1,1,3,18.895002,22,1,2,0,0,0,0,1.226741,4
1610,18,1,2,2,9.784325,15,0,1,0,0,0,1,1.590433,4
1611,15,1,0,2,6.83869,28,0,1,1,0,0,0,0.31067,4
1612,16,1,1,1,18.484369,11,1,3,1,0,0,0,2.771811,2
1613,18,0,1,0,0.48782,13,0,1,1,0,0,0,1.582683,4
1614,16,0,2,2,11.628498,23,1,0,1,0,0,1,1.105587,4
1615,16,1,3,1,10.97865,17,0,4,0,0,0,0,2.300296,3
1616,17,0,0,3,4.386408,26,1,4,1,1,0,0,0.991884,4
1617,15,1,1,1,8.577749,27,0,2,0,1,1,1,0.165111,4
1618,18,0,0,4,13.04528,17,0,0,0,0,0,0,0.98933,4
1619,17,1,1,4,14.542624,15,0,3,1,0,1,0,2.230254,3
1620,17,1,0,1,0.014337,19,0,3,1,0,0,0,1.383528,4
1621,18,0,0,1,18.737069,15,0,1,1,1,0,0,2.131405,3
1622,16,0,0,3,3.290507,12,0,1,1,0,1,0,1.868277,4
1623,17,1,1,4,4.671609,25,0,3,1,0,1,0,1.247482,4
1624,16,1,0,2,5.269469,28,0,4,0,0,0,0,0.299908,4
1625,15,0,2,1,0.756403,8,0,3,1,0,0,1,2.705196,2
1626,16,0,0,2,2.461042,25,0,1,1,1,1,0,0.897938,4
1627,15,1,0,2,19.726998,27,0,2,1,1,0,0,1.391732,4
1628,16,0,2,1,6.304335,8,0,3,0,0,0,0,2.150546,3
1629,17,1,0,2,2.306022,12,0,1,0,0,0,0,1.448741,4
1630,17,1,0,0,2.139825,28,0,1,1,0,1,0,0,4
1631,15,1,1,0,14.389199,3,1,1,0,0,0,0,3.091715,1
1632,18,1,0,1,17.091373,8,0,2,0,0,0,0,2.576928,2
1633,15,0,0,1,5.139046,14,0,2,0,0,0,0,1.955873,4
1634,15,0,0,1,0.41819,13,0,3,0,1,0,0,1.878708,4
1635,16,0,3,2,4.4618,18,1,3,1,1,0,0,1.6304,4
1636,16,0,1,1,1.130314,11,0,4,0,0,1,0,2.372748,3
1637,15,0,1,1,2.067899,20,1,3,1,0,0,0,1.279371,4
1638,17,0,1,1,8.630162,25,0,1,0,0,0,1,0.155005,4
1639,16,0,0,4,4.598367,24,1,2,0,1,1,1,1.278347,4
1640,18,1,0,2,10.318918,5,0,2,0,1,0,0,2.655994,2
1641,16,0,2,2,5.069875,2,0,0,1,0,1,0,2.682316,2
1642,16,0,0,2,18.810746,25,0,4,0,1,0,0,1.64482,4
1643,18,1,0,4,18.118879,24,1,0,1,1,0,0,1.396278,4
1644,15,0,0,1,11.336122,21,1,2,1,0,0,0,1.609487,4
1645,18,0,0,2,7.08848,19,0,2,1,0,1,0,1.187368,4
1646,15,1,3,2,7.622938,15,0,2,1,0,1,0,2.019797,3
1647,15,0,0,2,8.237046,29,0,3,0,0,0,1,0.241626,4
1648,15,0,1,0,14.551586,19,0,2,0,0,0,0,1.247725,4
1649,18,0,0,2,9.03278,23,0,1,0,0,1,0,0.852682,4
1650,15,1,3,0,17.134599,22,0,1,0,0,0,0,0.965701,4
1651,17,0,0,2,18.881896,16,1,4,1,1,0,0,2.423801,3
1652,18,0,0,2,6.718923,15,0,1,1,0,0,0,1.741968,4
1653,17,1,2,1,11.21389,5,0,1,0,0,1,0,2.845926,2
1654,15,0,2,3,1.901131,7,0,2,0,0,0,0,2.039564,3
1655,16,1,0,0,4.009381,18,1,1,1,0,0,0,1.542064,4
1656,15,1,0,3,8.269315,29,1,2,0,0,1,0,0.73078,4
1657,17,0,0,2,4.124054,24,0,3,1,0,0,0,0.499988,4
1658,17,1,0,1,17.53121,25,1,3,0,0,0,0,1.122889,4
1659,18,1,0,1,3.165725,1,1,3,0,1,0,0,2.959493,2
1660,16,0,0,4,9.113216,13,0,1,1,1,1,0,2.300205,3
1661,18,1,0,0,12.113985,21,0,2,0,1,0,0,1.352721,4
1662,17,1,0,1,13.837278,11,1,0,1,0,0,0,2.134062,3
1663,15,0,1,1,7.661387,16,0,0,1,0,0,1,1.299794,4
1664,16,0,3,2,17.381981,27,0,2,1,0,0,0,0.747834,4
1665,15,0,1,2,11.366383,26,0,1,1,1,1,0,0.532923,4
1666,15,1,0,1,8.790156,14,0,3,0,0,0,0,2.07377,3
1667,16,0,0,1,1.344813,17,1,3,1,1,0,0,1.991379,4
1668,18,1,3,1,9.293789,15,0,3,1,0,0,1,1.89996,4
1669,15,1,0,1,16.414717,12,0,3,1,1,0,0,2.614884,2
1670,17,1,0,2,12.29082,20,1,0,1,1,1,0,1.810271,4
1671,15,1,1,2,16.643249,16,0,2,1,0,0,0,1.581931,4
1672,16,1,1,1,9.880233,7,0,1,0,1,0,0,2.271333,3
1673,16,1,1,1,2.369234,0,1,2,1,0,0,0,3.36367,1
1674,16,1,0,1,0.272797,28,0,1,1,1,0,0,0.481298,4
1675,18,0,0,4,6.064391,24,0,0,1,1,0,0,0.199927,4
1676,15,0,3,4,13.959809,25,0,2,0,1,1,1,1.268009,4
1677,18,1,0,3,15.805198,26,0,3,1,0,0,0,0.882552,4
1678,18,1,1,1,5.915057,2,1,3,0,0,0,0,3.120137,1
1679,16,0,2,0,9.913078,15,0,2,0,1,0,1,1.804155,4
1680,16,1,1,1,8.422378,27,0,2,1,1,1,0,0.681704,4
1681,18,0,0,1,8.210456,1,0,2,1,0,0,1,2.898262,2
1682,15,0,0,2,4.626974,14,0,3,0,0,0,1,1.730318,4
1683,17,0,1,2,2.727422,0,1,0,1,0,1,0,3.560792,0
1684,18,1,2,3,3.933771,8,1,3,0,1,0,0,2.528775,2
1685,15,1,3,3,1.106648,15,1,2,0,1,0,0,1.592388,4
1686,16,0,0,1,3.962615,3,0,1,0,0,1,1,2.374131,3
1687,16,0,0,2,0.184018,11,1,0,1,0,0,0,1.810409,4
1688,15,0,3,1,12.545168,0,0,1,0,0,0,0,2.829826,2
1689,17,0,2,0,6.327508,0,1,2,0,0,0,1,3.047602,1
1690,16,0,2,2,19.462894,6,1,3,1,1,0,0,3.625922,0
1691,16,1,0,0,3.874341,17,0,2,0,0,0,1,0.927322,4
1692,16,0,1,2,6.916571,22,0,2,1,0,0,0,1.331959,4
1693,15,1,2,1,7.156823,27,0,4,1,1,0,1,0.779552,4
1694,18,0,1,2,0.16903,22,0,1,1,0,0,0,0.881358,4
1695,16,1,0,2,16.784159,14,1,1,0,0,0,0,2.398121,3
1696,18,1,0,1,0.639889,25,0,2,0,1,0,0,0.758814,4
1697,17,1,1,3,18.803597,29,0,3,1,0,0,0,1.028866,4
1698,16,1,0,1,17.841487,24,0,3,0,1,0,0,1.444477,4
1699,16,1,0,2,10.710438,12,1,2,0,0,0,0,2.214067,3
1700,17,1,3,2,10.871911,15,0,4,0,1,1,0,2.511918,2
1701,16,0,0,2,13.075558,6,0,3,0,0,0,0,2.69015,2
1702,18,1,2,4,7.741,15,0,0,1,0,0,0,1.605274,4
1703,15,0,0,1,12.944446,12,0,3,1,0,1,1,2.709889,2
1704,18,1,1,2,0.895368,13,0,0,0,1,0,0,1.528564,4
1705,15,1,3,2,1.080953,16,1,3,0,1,0,0,1.778569,4
1706,15,0,0,3,9.144608,11,0,1,1,0,0,0,2.121964,3
1707,18,1,0,1,10.992446,28,0,3,0,0,0,0,0.405905,4
1708,18,0,0,2,17.756353,23,0,2,1,0,0,0,1.123926,4
1709,18,0,0,2,2.093213,23,0,3,0,0,0,0,0.87033,4
1710,18,0,2,1,16.452959,19,0,2,1,1,0,0,1.822829,4
1711,17,0,3,2,4.200947,12,0,3,1,0,0,0,2.231183,3
1712,16,1,0,1,7.881673,23,0,1,0,1,1,0,0.966968,4
1713,15,1,0,2,6.332049,19,0,4,0,1,0,0,1.691859,4
1714,18,0,0,3,8.003105,14,0,3,0,0,0,0,2.069758,3
1715,18,1,2,2,3.00991,23,1,1,1,1,0,0,1.057876,4
1716,18,1,0,2,10.071401,20,0,4,0,0,0,0,1.321427,4
1717,17,0,1,2,16.032852,3,1,2,1,0,0,1,3.516941,0
1718,18,1,1,0,8.83068,21,1,3,0,1,0,1,1.049157,4
1719,18,0,1,1,9.812272,1,0,3,1,0,0,0,3.486141,1
1720,18,0,0,2,16.975352,27,1,0,1,0,0,1,0.586837,4
1721,16,1,2,1,14.121162,17,0,4,0,1,0,0,2.358816,3
1722,17,1,0,1,9.809088,1,0,2,0,0,0,0,3.152222,1
1723,18,1,0,2,5.153913,24,0,1,0,0,0,0,0.587835,4
1724,15,0,2,1,17.698535,14,0,3,1,1,0,1,2.668893,2
1725,15,0,2,1,11.540408,29,0,3,0,0,0,0,0.304372,4
1726,15,1,0,2,4.422952,25,0,0,0,1,0,0,0.28067,4
1727,17,1,0,1,5.382395,18,0,1,1,0,0,0,0.873091,4
1728,17,1,0,3,16.062662,14,0,3,0,0,0,0,2.330783,3
1729,15,1,0,3,0.882911,25,0,0,1,1,1,0,0.318851,4
1730,18,0,0,2,19.841844,19,0,4,0,0,0,0,1.792289,4
1731,17,1,0,1,2.607034,9,0,3,0,1,0,0,2.573219,2
1732,15,0,0,2,15.921371,27,0,2,0,1,0,0,1.08449,4
1733,15,0,2,3,7.895506,23,0,2,1,1,0,1,1.086697,4
1734,18,1,1,2,9.844324,19,0,2,0,0,1,1,1.004113,4
1735,16,1,1,1,17.613012,10,1,2,1,0,0,0,2.824605,2
1736,17,1,0,2,8.258224,25,1,3,0,1,1,1,1.364374,4
1737,18,0,3,3,10.749875,9,0,4,0,0,0,1,2.607286,2
1738,15,1,2,2,0.985993,28,1,2,1,0,1,0,0.568468,4
1739,15,1,2,2,0.046949,22,0,2,0,0,0,1,0.573796,4
1740,18,0,2,2,4.895997,4,0,1,0,0,0,0,2.258071,3
